 200.00000,  -0.80000
   0.00000,  -0.40000
-200.00000,  -0.40000
   0.00000,   0.00000
   0.00000,   0.00000
-200.00000,   0.00000
   0.00000,   0.00000
   0.00000,   0.00000
 200.00000,   0.00000
   0.00000,   0.00000
-200.00000,  -0.40000
   0.00000,  -0.40000
   0.00000,   0.00000
   0.00000,  -0.40000
   0.00000,  -0.40000
   0.00000,   0.00000
   0.00000,   0.00000
   0.00000,  -0.40000
   0.00000,  -0.40000
   0.00000,   0.00000
   0.00000,  -0.40000
   0.00000,   0.00000
   0.00000,  -0.80000
-200.00000,  -0.40000
   0.00000,  -0.40000
 200.00000,   0.00000
   0.00000,   0.00000
-200.00000,   0.00000
   0.00000,   0.00000
   0.00000,   0.00000
   0.00000,   0.00000
 200.00000,   0.00000
   0.00000,  -0.40000
   0.00000,   0.00000
   0.00000,  -0.40000
 200.00000,   0.00000
   0.00000,  -0.40000
   0.00000,   0.00000
   0.00000,  -0.80000
 200.00000,  -0.80000
 200.00000,   0.00000
-400.00000,  -0.40000
   0.00000,   0.00000
   0.00000,  -0.40000
-200.00000,  -0.40000
   0.00000,   0.00000
   0.00000,   0.40000
   0.00000,  -0.40000
   0.00000,   0.40000
   0.00000,  -0.40000
-200.00000,   0.00000
   0.00000,  -0.40000
   0.00000,  -0.40000
   0.00000,   0.00000
   0.00000,  -0.40000
-200.00000,   0.00000
   0.00000,  -0.40000
   0.00000,   0.00000
   0.00000,   0.00000
-200.00000,   0.00000
-200.00000,  -0.40000
   0.00000,  -0.40000
 200.00000,   0.00000
-200.00000,   0.00000
   0.00000,   0.40000
   0.00000,   0.00000
   0.00000,   0.00000
   0.00000,   0.00000
   0.00000,  -0.40000
   0.00000,  -0.40000
 200.00000,   0.00000
 200.00000,   0.00000
   0.00000,  -0.40000
   0.00000,  -0.40000
   0.00000,  -0.40000
   0.00000,  -0.40000
   0.00000,   0.00000
   0.00000,   0.00000
-200.00000,   0.00000
   0.00000,   0.00000
   0.00000,   0.00000
   0.00000,  -0.40000
   0.00000,  -0.40000
-200.00000,  -0.40000
   0.00000,   0.00000
-200.00000,   0.00000
   0.00000,   0.00000
   0.00000,   0.00000
   0.00000,   0.00000
-200.00000,   0.00000
   0.00000,   0.00000
   0.00000,   0.00000
   0.00000,   0.00000
-200.00000,   0.00000
-200.00000,  -0.40000
   0.00000,   0.00000
 200.00000,  -0.40000
-400.00000,   0.00000
-200.00000,  -0.80000
 200.00000,  -0.40000
 200.00000,  -0.40000
 200.00000,  -0.40000
   0.00000,   0.00000
-200.00000,  -0.40000
   0.00000,   0.00000
 200.00000,  -0.40000
 200.00000,  -0.40000
   0.00000,  -0.40000
   0.00000,   0.00000
-200.00000,   0.00000
   0.00000,  -0.40000
   0.00000,   0.00000
-200.00000,   0.00000
   0.00000,   0.00000
   0.00000,  -0.40000
   0.00000,   0.40000
 200.00000,  -0.40000
   0.00000,   0.00000
 200.00000,   0.00000
   0.00000,   0.00000
   0.00000,   0.00000
 200.00000,  -0.40000
   0.00000,   0.00000
   0.00000,  -0.40000
 200.00000,   0.00000
 200.00000,   0.00000
   0.00000,   0.00000
   0.00000,   0.40000
   0.00000,  -0.40000
   0.00000,  -0.40000
-200.00000,  -0.40000
   0.00000,   0.00000
   0.00000,  -0.40000
   0.00000,   0.00000
 200.00000,  -0.40000
   0.00000,   0.40000
   0.00000,  -0.40000
   0.00000,   0.00000
   0.00000,   0.00000
 200.00000,   0.00000
-200.00000,  -0.40000
   0.00000,   0.00000
-200.00000,  -0.40000
 200.00000,   0.00000
   0.00000,   0.00000
   0.00000,   0.00000
   0.00000,  -0.40000
-200.00000,   0.00000
-200.00000,  -0.40000
-200.00000,   0.00000
 200.00000,   0.40000
   0.00000,   0.00000
   0.00000,   0.00000
   0.00000,  -0.40000
   0.00000,   0.00000
   0.00000,   0.00000
   0.00000,  -0.40000
 200.00000,   0.40000
   0.00000,   0.00000
 200.00000,   0.00000
   0.00000,  -0.40000
   0.00000,   0.00000
   0.00000,   0.00000
   0.00000,   0.00000
   0.00000,   0.40000
   0.00000,   0.00000
 200.00000,   0.40000
   0.00000,  -0.40000
   0.00000,  -0.40000
   0.00000,   0.00000
   0.00000,   0.00000
   0.00000,   0.00000
   0.00000,   0.00000
   0.00000,  -0.40000
   0.00000,  -0.40000
   0.00000,   0.00000
   0.00000,   0.00000
-200.00000,  -0.40000
   0.00000,  -0.40000
   0.00000,  -0.40000
 200.00000,   0.00000
-200.00000,   0.00000
   0.00000,   0.00000
 200.00000,   0.00000
   0.00000,   0.00000
   0.00000,  -0.40000
 200.00000,   0.00000
   0.00000,  -0.40000
   0.00000,   0.00000
 200.00000,   0.00000
   0.00000,   0.00000
 200.00000,  -0.40000
   0.00000,   0.00000
   0.00000,  -0.40000
   0.00000,  -0.40000
   0.00000,   0.00000
   0.00000,   0.40000
   0.00000,  -0.40000
   0.00000,   0.00000
 200.00000,   0.00000
   0.00000,  -0.40000
   0.00000,   0.00000
 200.00000,   0.00000
   0.00000,   0.00000
