Record Length,2.500000e+03,,  -0.000006200000,  -0.40000,
Sample Interval,2.000000e-08,,  -0.000006180000,   0.00000,
Trigger Point,3.100000000000e+02,,  -0.000006160000,  -0.80000,
,,,  -0.000006140000,   0.00000,
,,,  -0.000006120000,   0.00000,
,,,  -0.000006100000,   0.00000,
Source,CH2,,  -0.000006080000,   0.00000,
Vertical Units,A,,  -0.000006060000,   0.00000,
Vertical Scale,1.000000e+01,,  -0.000006040000,  -0.40000,
Vertical Offset,0.000000e+00,,  -0.000006020000,   0.00000,
Horizontal Units,s,,  -0.000006000000,   0.00000,
Horizontal Scale,5.000000e-06,,  -0.000005980000,   0.00000,
Pt Fmt,Y,,  -0.000005960000,   0.00000,
Yzero,0.000000e+00,,  -0.000005940000,  -0.40000,
Probe Atten,1.000000e+02,,  -0.000005920000,   0.00000,
Model Number,TDS2012C,,  -0.000005900000,  -0.40000,
Serial Number,C023195,,  -0.000005880000,  -0.40000,
Firmware Version,FV:v24.18,,  -0.000005860000,   0.00000,
,,,-00.000005840000,   0.00000,
,,,-00.000005820000,   0.00000,
,,,-00.000005800000,   0.00000,
,,,-00.000005780000,   0.00000,
,,,-00.000005760000,  -0.80000,
,,,-00.000005740000,   0.00000,
,,,-00.000005720000,   0.00000,
,,,-00.000005700000,  -0.40000,
,,,-00.000005680000,  -0.40000,
,,,-00.000005660000,  -0.40000,
,,,-00.000005640000,   0.00000,
,,,-00.000005620000,  -0.40000,
,,,-00.000005600000,  -0.40000,
,,,-00.000005580000,  -0.40000,
,,,-00.000005560000,   0.00000,
,,,-00.000005540000,   0.40000,
,,,-00.000005520000,  -0.40000,
,,,-00.000005500000,  -0.40000,
,,,-00.000005480000,   0.00000,
,,,-00.000005460000,  -0.40000,
,,,-00.000005440000,   0.00000,
,,,-00.000005420000,   0.00000,
,,,-00.000005400000,   0.00000,
,,,-00.000005380000,  -0.40000,
,,,-00.000005360000,  -0.40000,
,,,-00.000005340000,   0.00000,
,,,-00.000005320000,   0.00000,
,,,-00.000005300000,   0.00000,
,,,-00.000005280000,  -0.40000,
,,,-00.000005260000,  -0.40000,
,,,-00.000005240000,  -0.40000,
,,,-00.000005220000,   0.00000,
,,,-00.000005200000,   0.00000,
,,,-00.000005180000,   0.00000,
,,,-00.000005160000,  -0.40000,
,,,-00.000005140000,   0.00000,
,,,-00.000005120000,  -0.40000,
,,,-00.000005100000,   0.00000,
,,,-00.000005080000,   0.00000,
,,,-00.000005060000,   0.00000,
,,,-00.000005040000,   0.00000,
,,,-00.000005020000,   0.00000,
,,,-00.000005000000,   0.00000,
,,,-00.000004980000,  -0.40000,
,,,-00.000004960000,   0.40000,
,,,-00.000004940000,   0.00000,
,,,-00.000004920000,  -0.40000,
,,,-00.000004900000,   0.00000,
,,,-00.000004880000,  -0.80000,
,,,-00.000004860000,   0.00000,
,,,-00.000004840000,   0.00000,
,,,-00.000004820000,  -0.40000,
,,,-00.000004800000,  -0.40000,
,,,-00.000004780000,  -0.40000,
,,,-00.000004760000,   0.80000,
,,,-00.000004740000,  -0.40000,
,,,-00.000004720000,   0.00000,
,,,-00.000004700000,  -0.40000,
,,,-00.000004680000,  -0.40000,
,,,-00.000004660000,   0.00000,
,,,-00.000004640000,   0.00000,
,,,-00.000004620000,  -0.40000,
,,,-00.000004600000,  -0.40000,
,,,-00.000004580000,   0.00000,
,,,-00.000004560000,   0.00000,
,,,-00.000004540000,  -0.40000,
,,,-00.000004520000,  -0.80000,
,,,-00.000004500000,   0.00000,
,,,-00.000004480000,  -0.40000,
,,,-00.000004460000,  -0.40000,
,,,-00.000004440000,   0.00000,
,,,-00.000004420000,  -0.80000,
,,,-00.000004400000,   0.00000,
,,,-00.000004380000,   0.00000,
,,,-00.000004360000,  -0.40000,
,,,-00.000004340000,  -0.40000,
,,,-00.000004320000,   0.00000,
,,,-00.000004300000,   0.00000,
,,,-00.000004280000,  -0.40000,
,,,-00.000004260000,  -0.40000,
,,,-00.000004240000,  -0.40000,
,,,-00.000004220000,  -0.40000,
,,,-00.000004200000,   0.00000,
,,,-00.000004180000,  -0.40000,
,,,-00.000004160000,  -0.40000,
,,,-00.000004140000,  -0.40000,
,,,-00.000004120000,  -0.40000,
,,,-00.000004100000,   0.00000,
,,,-00.000004080000,  -0.40000,
,,,-00.000004060000,  -0.40000,
,,,-00.000004040000,   0.00000,
,,,-00.000004020000,   0.40000,
,,,-00.000004000000,   0.00000,
,,,-00.000003980000,   0.00000,
,,,-00.000003960000,  -0.40000,
,,,-00.000003940000,   0.00000,
,,,-00.000003920000,   0.00000,
,,,-00.000003900000,  -0.40000,
,,,-00.000003880000,   0.00000,
,,,-00.000003860000,  -0.40000,
,,,-00.000003840000,   0.00000,
,,,-00.000003820000,  -0.40000,
,,,-00.000003800000,   0.00000,
,,,-00.000003780000,   0.00000,
,,,-00.000003760000,   0.40000,
,,,-00.000003740000,   0.00000,
,,,-00.000003720000,  -0.40000,
,,,-00.000003700000,  -0.40000,
,,,-00.000003680000,   0.00000,
,,,-00.000003660000,  -0.40000,
,,,-00.000003640000,   0.00000,
,,,-00.000003620000,  -0.40000,
,,,-00.000003600000,   0.00000,
,,,-00.000003580000,  -0.80000,
,,,-00.000003560000,   0.00000,
,,,-00.000003540000,  -0.40000,
,,,-00.000003520000,   0.00000,
,,,-00.000003500000,  -0.40000,
,,,-00.000003480000,  -0.40000,
,,,-00.000003460000,   0.00000,
,,,-00.000003440000,   0.00000,
,,,-00.000003420000,  -0.40000,
,,,-00.000003400000,   0.00000,
,,,-00.000003380000,   0.00000,
,,,-00.000003360000,  -0.40000,
,,,-00.000003340000,  -0.40000,
,,,-00.000003320000,   0.00000,
,,,-00.000003300000,   0.00000,
,,,-00.000003280000,   0.00000,
,,,-00.000003260000,   0.00000,
,,,-00.000003240000,   0.40000,
,,,-00.000003220000,   0.00000,
,,,-00.000003200000,   0.00000,
,,,-00.000003180000,  -0.40000,
,,,-00.000003160000,   0.40000,
,,,-00.000003140000,   0.00000,
,,,-00.000003120000,   0.40000,
,,,-00.000003100000,   0.00000,
,,,-00.000003080000,   0.00000,
,,,-00.000003060000,   0.40000,
,,,-00.000003040000,   0.00000,
,,,-00.000003020000,   0.00000,
,,,-00.000003000000,   0.00000,
,,,-00.000002980000,  -0.40000,
,,,-00.000002960000,  -0.80000,
,,,-00.000002940000,   0.00000,
,,,-00.000002920000,  -0.40000,
,,,-00.000002900000,   0.00000,
,,,-00.000002880000,   0.00000,
,,,-00.000002860000,  -0.40000,
,,,-00.000002840000,   0.00000,
,,,-00.000002820000,   0.00000,
,,,-00.000002800000,  -0.40000,
,,,-00.000002780000,   0.40000,
,,,-00.000002760000,  -0.40000,
,,,-00.000002740000,  -0.40000,
,,,-00.000002720000,  -0.40000,
,,,-00.000002700000,   0.00000,
,,,-00.000002680000,  -0.40000,
,,,-00.000002660000,   0.00000,
,,,-00.000002640000,   0.00000,
,,,-00.000002620000,  -0.40000,
,,,-00.000002600000,   0.00000,
,,,-00.000002580000,   0.00000,
,,,-00.000002560000,   0.00000,
,,,-00.000002540000,  -0.40000,
,,,-00.000002520000,  -0.40000,
,,,-00.000002500000,  -0.40000,
,,,-00.000002480000,  -0.40000,
,,,-00.000002460000,   0.00000,
,,,-00.000002440000,  -0.40000,
,,,-00.000002420000,   0.00000,
,,,-00.000002400000,   0.00000,
,,,-00.000002380000,   0.40000,
,,,-00.000002360000,  -0.40000,
,,,-00.000002340000,   0.00000,
,,,-00.000002320000,   0.00000,
,,,-00.000002300000,   0.00000,
,,,-00.000002280000,   0.00000,
,,,-00.000002260000,  -0.40000,
,,,-00.000002240000,  -0.40000,
,,,-00.000002220000,  -0.40000,
,,,-00.000002200000,  -0.40000,
,,,-00.000002180000,   0.00000,
,,,-00.000002160000,  -0.40000,
,,,-00.000002140000,   0.00000,
,,,-00.000002120000,   0.00000,
,,,-00.000002100000,  -0.40000,
,,,-00.000002080000,  -0.40000,
,,,-00.000002060000,   0.00000,
,,,-00.000002040000,   0.00000,
,,,-00.000002020000,   0.40000,
,,,-00.000002000000,   0.00000,
,,,-00.000001980000,   0.00000,
,,,-00.000001960000,   0.00000,
,,,-00.000001940000,  -0.40000,
,,,-00.000001920000,  -0.80000,
,,,-00.000001900000,   0.00000,
,,,-00.000001880000,   0.00000,
,,,-00.000001860000,   0.40000,
,,,-00.000001840000,  -0.40000,
,,,-00.000001820000,   0.00000,
,,,-00.000001800000,  -0.40000,
,,,-00.000001780000,   0.00000,
,,,-00.000001760000,   0.00000,
,,,-00.000001740000,   0.00000,
,,,-00.000001720000,  -0.80000,
,,,-00.000001700000,  -0.40000,
,,,-00.000001680000,   0.00000,
,,,-00.000001660000,  -0.40000,
,,,-00.000001640000,  -0.40000,
,,,-00.000001620000,  -0.40000,
,,,-00.000001600000,  -0.40000,
,,,-00.000001580000,  -0.40000,
,,,-00.000001560000,  -0.80000,
,,,-00.000001540000,   0.00000,
,,,-00.000001520000,  -0.40000,
,,,-00.000001500000,  -0.40000,
